字典值,字典名称,字典中文名称,字典英文名称,字典枚举描述,父级字典值,类型代码,类型名称,是否有效,数据来源 0：新系统 1：老系统,导入时间
C09178,隧道工程(隧道保额占比<20%)地质一般资质其它水渍低,,,隧道工程(隧道保额占比<20%)地质一般资质其它水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09179,隧道工程(隧道保额占比<20%)地质一般资质其它水渍中,,,隧道工程(隧道保额占比<20%)地质一般资质其它水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09180,隧道工程(隧道保额占比<20%)地质一般资质其它高,,,隧道工程(隧道保额占比<20%)地质一般资质其它高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09181,隧道工程(隧道保额占比<20%)地质差资质甲水渍低,,,隧道工程(隧道保额占比<20%)地质差资质甲水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09182,隧道工程(隧道保额占比<20%)地质差资质甲水渍中,,,隧道工程(隧道保额占比<20%)地质差资质甲水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09183,隧道工程(隧道保额占比<20%)地质差资质甲水渍高,,,隧道工程(隧道保额占比<20%)地质差资质甲水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09184,隧道工程(隧道保额占比<20%)地质差资质乙水渍低,,,隧道工程(隧道保额占比<20%)地质差资质乙水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09185,隧道工程(隧道保额占比<20%)地质差资质乙水渍中,,,隧道工程(隧道保额占比<20%)地质差资质乙水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09186,隧道工程(隧道保额占比<20%)地质差资质乙水渍高,,,隧道工程(隧道保额占比<20%)地质差资质乙水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09187,隧道工程(隧道保额占比<20%)地质差资质其它水渍低,,,隧道工程(隧道保额占比<20%)地质差资质其它水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09188,隧道工程(隧道保额占比<20%)地质差资质其它水渍中,,,隧道工程(隧道保额占比<20%)地质差资质其它水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09189,隧道工程(隧道保额占比<20%)地质差资质其它水渍高,,,隧道工程(隧道保额占比<20%)地质差资质其它水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09190,近水工程(20%=<保额占比=<40%)地质好资质甲水渍低,,,近水工程(20%=<保额占比=<40%)地质好资质甲水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09191,近水工程(20%=<保额占比=<40%)地质好资质甲水渍中,,,近水工程(20%=<保额占比=<40%)地质好资质甲水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09192,近水工程(20%=<保额占比=<40%)地质好资质甲水渍高,,,近水工程(20%=<保额占比=<40%)地质好资质甲水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09193,近水工程(20%=<保额占比=<40%)地质好资质乙水渍低,,,近水工程(20%=<保额占比=<40%)地质好资质乙水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09194,近水工程(20%=<保额占比=<40%)地质好资质乙水渍中,,,近水工程(20%=<保额占比=<40%)地质好资质乙水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09195,近水工程(20%=<保额占比=<40%)地质好资质乙水渍高,,,近水工程(20%=<保额占比=<40%)地质好资质乙水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09196,近水工程(20%=<保额占比=<40%)地质好资质其它水渍低,,,近水工程(20%=<保额占比=<40%)地质好资质其它水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09197,近水工程(20%=<保额占比=<40%)地质好资质其它水渍中,,,近水工程(20%=<保额占比=<40%)地质好资质其它水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09198,近水工程(20%=<保额占比=<40%)地质好资质其它水渍高,,,近水工程(20%=<保额占比=<40%)地质好资质其它水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09199,近水工程(20%=<保额占比=<40%)地质一般资质甲水渍低,,,近水工程(20%=<保额占比=<40%)地质一般资质甲水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09200,近水工程(20%=<保额占比=<40%)地质一般资质甲水渍中,,,近水工程(20%=<保额占比=<40%)地质一般资质甲水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09201,近水工程(20%=<保额占比=<40%)地质一般资质甲水渍高,,,近水工程(20%=<保额占比=<40%)地质一般资质甲水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09202,近水工程(20%=<保额占比=<40%)地质一般资质乙水渍低,,,近水工程(20%=<保额占比=<40%)地质一般资质乙水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09203,近水工程(20%=<保额占比=<40%)地质一般资质乙水渍中,,,近水工程(20%=<保额占比=<40%)地质一般资质乙水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09204,近水工程(20%=<保额占比=<40%)地质一般资质乙水渍高,,,近水工程(20%=<保额占比=<40%)地质一般资质乙水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09205,近水工程(20%=<保额占比=<40%)地质一般资质其它水渍低,,,近水工程(20%=<保额占比=<40%)地质一般资质其它水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09206,近水工程(20%=<保额占比=<40%)地质一般资质其它水渍中,,,近水工程(20%=<保额占比=<40%)地质一般资质其它水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09207,近水工程(20%=<保额占比=<40%)地质一般资质其它水渍高,,,近水工程(20%=<保额占比=<40%)地质一般资质其它水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09208,近水工程(20%=<保额占比=<40%)地质差资质甲水渍低,,,近水工程(20%=<保额占比=<40%)地质差资质甲水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09209,近水工程(20%=<保额占比=<40%)地质差资质甲水渍中,,,近水工程(20%=<保额占比=<40%)地质差资质甲水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09210,近水工程(20%=<保额占比=<40%)地质差资质甲水渍高,,,近水工程(20%=<保额占比=<40%)地质差资质甲水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09211,近水工程(20%=<保额占比=<40%)地质差资质乙水渍低,,,近水工程(20%=<保额占比=<40%)地质差资质乙水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09212,近水工程(20%=<保额占比=<40%)地质差资质乙水渍中,,,近水工程(20%=<保额占比=<40%)地质差资质乙水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09213,近水工程(20%=<保额占比=<40%)地质差资质乙水渍高,,,近水工程(20%=<保额占比=<40%)地质差资质乙水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09214,近水工程(20%=<保额占比=<40%)地质差资质其它水渍低,,,近水工程(20%=<保额占比=<40%)地质差资质其它水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09215,近水工程(20%=<保额占比=<40%)地质差资质其它水渍中,,,近水工程(20%=<保额占比=<40%)地质差资质其它水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09216,近水工程(20%=<保额占比=<40%)地质差资质其它水渍高,,,近水工程(20%=<保额占比=<40%)地质差资质其它水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09217,近水工程(保额占比<20%)地质好资质甲水渍风险低,,,近水工程(保额占比<20%)地质好资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09218,近水工程(保额占比<20%)地质好资质甲水渍风险中,,,近水工程(保额占比<20%)地质好资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09219,近水工程(保额占比<20%)地质好资质甲水渍风险高,,,近水工程(保额占比<20%)地质好资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09220,近水工程(保额占比<20%)地质好资质乙水渍风险低,,,近水工程(保额占比<20%)地质好资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09221,近水工程(保额占比<20%)地质好资质乙水渍风险中,,,近水工程(保额占比<20%)地质好资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09222,近水工程(保额占比<20%)地质好资质乙水渍风险高,,,近水工程(保额占比<20%)地质好资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09223,近水工程(保额占比<20%)地质好资质其它水渍风险低,,,近水工程(保额占比<20%)地质好资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09224,近水工程(保额占比<20%)地质好资质其它水渍风险中,,,近水工程(保额占比<20%)地质好资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09225,近水工程(保额占比<20%)地质好资质其它水渍风险高,,,近水工程(保额占比<20%)地质好资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09226,近水工程(保额占比<20%)地质一般资质甲水渍风险低,,,近水工程(保额占比<20%)地质一般资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09227,近水工程(保额占比<20%)地质一般资质甲水渍风险中,,,近水工程(保额占比<20%)地质一般资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09228,近水工程(保额占比<20%)地质一般资质甲水渍风险高,,,近水工程(保额占比<20%)地质一般资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09229,近水工程(保额占比<20%)地质一般资质乙水渍风险低,,,近水工程(保额占比<20%)地质一般资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09230,近水工程(保额占比<20%)地质一般资质乙水渍风险中,,,近水工程(保额占比<20%)地质一般资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09231,近水工程(保额占比<20%)地质一般资质乙水渍风险高,,,近水工程(保额占比<20%)地质一般资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09232,近水工程(保额占比<20%)地质一般资质其它水渍风险低,,,近水工程(保额占比<20%)地质一般资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09233,近水工程(保额占比<20%)地质一般资质其它水渍风险中,,,近水工程(保额占比<20%)地质一般资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09234,近水工程(保额占比<20%)地质一般资质其它水渍风险高,,,近水工程(保额占比<20%)地质一般资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09235,近水工程(保额占比<20%)地质差资质甲水渍风险低,,,近水工程(保额占比<20%)地质差资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09236,近水工程(保额占比<20%)地质差资质甲水渍风险中,,,近水工程(保额占比<20%)地质差资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09237,近水工程(保额占比<20%)地质差资质甲水渍风险高,,,近水工程(保额占比<20%)地质差资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09238,近水工程(保额占比<20%)地质差资质乙水渍风险低,,,近水工程(保额占比<20%)地质差资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09239,近水工程(保额占比<20%)地质差资质乙水渍风险中,,,近水工程(保额占比<20%)地质差资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09240,近水工程(保额占比<20%)地质差资质乙水渍风险高,,,近水工程(保额占比<20%)地质差资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09241,近水工程(保额占比<20%)地质差资质其它水渍风险低,,,近水工程(保额占比<20%)地质差资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09242,近水工程(保额占比<20%)地质差资质其它水渍风险中,,,近水工程(保额占比<20%)地质差资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09243,近水工程(保额占比<20%)地质差资质其它水渍风险高,,,近水工程(保额占比<20%)地质差资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09244,半导体(含LCD/TFT)厂地质好资质甲水渍风险低,,,半导体(含LCD/TFT)厂地质好资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09245,半导体(含LCD/TFT)厂地质好资质甲水渍风险中,,,半导体(含LCD/TFT)厂地质好资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09246,半导体(含LCD/TFT)厂地质好资质甲水渍风险高,,,半导体(含LCD/TFT)厂地质好资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09247,半导体(含LCD/TFT)厂地质好资质乙水渍风险低,,,半导体(含LCD/TFT)厂地质好资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09248,半导体(含LCD/TFT)厂地质好资质乙水渍风险中,,,半导体(含LCD/TFT)厂地质好资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09249,半导体(含LCD/TFT)厂地质好资质乙水渍风险高,,,半导体(含LCD/TFT)厂地质好资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09250,半导体(含LCD/TFT)厂地质好资质其它水渍风险低,,,半导体(含LCD/TFT)厂地质好资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09251,半导体(含LCD/TFT)厂地质好资质其它水渍风险中,,,半导体(含LCD/TFT)厂地质好资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09252,半导体(含LCD/TFT)厂地质好资质其它水渍风险高,,,半导体(含LCD/TFT)厂地质好资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09253,半导体(含LCD/TFT)厂地质一般资质甲水渍风险低,,,半导体(含LCD/TFT)厂地质一般资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09254,半导体(含LCD/TFT)厂地质一般资质甲水渍风险中,,,半导体(含LCD/TFT)厂地质一般资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09255,半导体(含LCD/TFT)厂地质一般资质甲水渍风险高,,,半导体(含LCD/TFT)厂地质一般资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09256,半导体(含LCD/TFT)厂地质一般资质乙水渍风险低,,,半导体(含LCD/TFT)厂地质一般资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09257,半导体(含LCD/TFT)厂地质一般资质乙水渍风险中,,,半导体(含LCD/TFT)厂地质一般资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09258,半导体(含LCD/TFT)厂地质一般资质乙水渍风险高,,,半导体(含LCD/TFT)厂地质一般资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09259,半导体(含LCD/TFT)厂地质一般资质其它水渍风险低,,,半导体(含LCD/TFT)厂地质一般资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09260,半导体(含LCD/TFT)厂地质一般资质其它水渍风险中,,,半导体(含LCD/TFT)厂地质一般资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09261,半导体(含LCD/TFT)厂地质一般资质其它水渍风险高,,,半导体(含LCD/TFT)厂地质一般资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09262,半导体(含LCD/TFT)厂地质差资质甲水渍风险低,,,半导体(含LCD/TFT)厂地质差资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09263,半导体(含LCD/TFT)厂地质差资质甲水渍风险中,,,半导体(含LCD/TFT)厂地质差资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09264,半导体(含LCD/TFT)厂地质差资质甲水渍风险高,,,半导体(含LCD/TFT)厂地质差资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09265,半导体(含LCD/TFT)厂地质差资质乙水渍风险低,,,半导体(含LCD/TFT)厂地质差资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09266,半导体(含LCD/TFT)厂地质差资质乙水渍风险中,,,半导体(含LCD/TFT)厂地质差资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09267,半导体(含LCD/TFT)厂地质差资质乙水渍风险高,,,半导体(含LCD/TFT)厂地质差资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09268,半导体(含LCD/TFT)厂地质差资质其它水渍风险低,,,半导体(含LCD/TFT)厂地质差资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09269,半导体(含LCD/TFT)厂地质差资质其它水渍风险中,,,半导体(含LCD/TFT)厂地质差资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09270,半导体(含LCD/TFT)厂地质差资质其它水渍风险高,,,半导体(含LCD/TFT)厂地质差资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09271,循环电厂(单机组功率=<150MW)地质好资质甲水渍低,,,循环电厂(单机组功率=<150MW)地质好资质甲水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09272,循环电厂(单机组功率=<150MW)地质好资质甲水渍中,,,循环电厂(单机组功率=<150MW)地质好资质甲水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09273,循环电厂(单机组功率=<150MW)地质好资质甲水渍高,,,循环电厂(单机组功率=<150MW)地质好资质甲水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09274,循环电厂(单机组功率=<150MW)地质好资质乙水渍低,,,循环电厂(单机组功率=<150MW)地质好资质乙水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09275,循环电厂(单机组功率=<150MW)地质好资质乙水渍中,,,循环电厂(单机组功率=<150MW)地质好资质乙水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09276,循环电厂(单机组功率=<150MW)地质好资质乙水渍高,,,循环电厂(单机组功率=<150MW)地质好资质乙水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09277,循环电厂(单机组功率=<150MW)地质好资质其它水渍低,,,循环电厂(单机组功率=<150MW)地质好资质其它水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09278,循环电厂(单机组功率=<150MW)地质好资质其它水渍中,,,循环电厂(单机组功率=<150MW)地质好资质其它水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09279,循环电厂(单机组功率=<150MW)地质好资质其它水渍高,,,循环电厂(单机组功率=<150MW)地质好资质其它水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09280,循环电厂(单机组功率=<150MW)地质一般资质甲水渍低,,,循环电厂(单机组功率=<150MW)地质一般资质甲水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09281,循环电厂(单机组功率=<150MW)地质一般资质甲水渍中,,,循环电厂(单机组功率=<150MW)地质一般资质甲水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09282,循环电厂(单机组功率=<150MW)地质一般资质甲水渍高,,,循环电厂(单机组功率=<150MW)地质一般资质甲水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09283,循环电厂(单机组功率=<150MW)地质一般资质乙水渍低,,,循环电厂(单机组功率=<150MW)地质一般资质乙水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09284,循环电厂(单机组功率=<150MW)地质一般资质乙水渍中,,,循环电厂(单机组功率=<150MW)地质一般资质乙水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09285,循环电厂(单机组功率=<150MW)地质一般资质乙水渍高,,,循环电厂(单机组功率=<150MW)地质一般资质乙水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09286,循环电厂(单机组功率=<150MW)地质一般资质其它水渍低,,,循环电厂(单机组功率=<150MW)地质一般资质其它水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09287,循环电厂(单机组功率=<150MW)地质一般资质其它水渍中,,,循环电厂(单机组功率=<150MW)地质一般资质其它水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09288,循环电厂(单机组功率=<150MW)地质一般资质其它水渍高,,,循环电厂(单机组功率=<150MW)地质一般资质其它水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09289,循环电厂(单机组功率=<150MW)地质差资质甲水渍低,,,循环电厂(单机组功率=<150MW)地质差资质甲水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09290,循环电厂(单机组功率=<150MW)地质差资质甲水渍中,,,循环电厂(单机组功率=<150MW)地质差资质甲水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09291,循环电厂(单机组功率=<150MW)地质差资质甲水渍高,,,循环电厂(单机组功率=<150MW)地质差资质甲水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09292,循环电厂(单机组功率=<150MW)地质差资质乙水渍低,,,循环电厂(单机组功率=<150MW)地质差资质乙水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09293,循环电厂(单机组功率=<150MW)地质差资质乙水渍中,,,循环电厂(单机组功率=<150MW)地质差资质乙水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09294,循环电厂(单机组功率=<150MW)地质差资质乙水渍高,,,循环电厂(单机组功率=<150MW)地质差资质乙水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09295,循环电厂(单机组功率=<150MW)地质差资质其它水渍低,,,循环电厂(单机组功率=<150MW)地质差资质其它水渍低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09296,循环电厂(单机组功率=<150MW)地质差资质其它水渍中,,,循环电厂(单机组功率=<150MW)地质差资质其它水渍中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09297,循环电厂(单机组功率=<150MW)地质差资质其它水渍高,,,循环电厂(单机组功率=<150MW)地质差资质其它水渍高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09298,水电厂地质条件好施工单位资质甲水渍风险低,,,水电厂地质条件好施工单位资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09299,水电厂地质条件好施工单位资质甲水渍风险中,,,水电厂地质条件好施工单位资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09300,水电厂地质条件好施工单位资质甲水渍风险高,,,水电厂地质条件好施工单位资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09301,水电厂地质条件好施工单位资质乙水渍风险低,,,水电厂地质条件好施工单位资质乙水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09302,水电厂地质条件好施工单位资质乙水渍风险中,,,水电厂地质条件好施工单位资质乙水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09303,水电厂地质条件好施工单位资质乙水渍风险高,,,水电厂地质条件好施工单位资质乙水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09304,水电厂地质条件好施工单位资质其它水渍风险低,,,水电厂地质条件好施工单位资质其它水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09305,水电厂地质条件好施工单位资质其它水渍风险中,,,水电厂地质条件好施工单位资质其它水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09306,水电厂地质条件好施工单位资质其它水渍风险高,,,水电厂地质条件好施工单位资质其它水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09307,水电厂地质条件一般施工单位资质甲水渍风险低,,,水电厂地质条件一般施工单位资质甲水渍风险低,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09308,水电厂地质条件一般施工单位资质甲水渍风险中,,,水电厂地质条件一般施工单位资质甲水渍风险中,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
C09309,水电厂地质条件一般施工单位资质甲水渍风险高,,,水电厂地质条件一般施工单位资质甲水渍风险高,,plp_reinsurance_risk_level_cd,再保风险等级,1,0,2024/04/30 09:43:00
